genotype,s_r vs. LibA_pre
[0GG0G1111]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.43506019900047965
[010011100]+267A,0.6685898836975871
[000101010]+44A,-2.110605752617935
[001000001]+121G,0.6685898836975871
[100111010]+128T,0.6685898836975871
[10000C0C0]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235A+238G+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,0.6685898836975871
[000000100]+24T,-0.43506019900047965
[1GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.032104502497740994
[001001011]+74G,0.6685898836975871
[110110101]+183A,-4.569301704899626
[011000111]+183A,-4.758760134935817
[0G10G1010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.6415424149318412
[100010011]+252A,-4.125696902217287
[111011011]+79T,-1.535346128226619
[000001111]+247A,-2.110605752617935
[110000001]+33T+183A,0.6685898836975871
[000000100]+113C,0.6685898836975871
[0G10G1100]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.032104502497740994
[110011010]+241A,0.6685898836975871
[000010100]+269A,-0.43506019900047965
[000001100]+183A,-1.535346128226619
[000100101]+268T,0.6685898836975871
[010011101]+205C,-0.43506019900047965
[100100101]+270A,0.6685898836975871
[101000101]+245C,0.6685898836975871
[010011101]+183A+244A,-0.032104502497740994
[101101101]+183A,-3.780812153449065
[000101101]+21T,-0.7252516830576863
[000000101]+261G,-1.9769399604232887
[100111010]+20T,-0.032104502497740994
[010011101]+212C,0.6685898836975871
[110010101]+38C,0.6685898836975871
[011010101]+270A,0.6685898836975871
[0GG0G0001]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.1307167911658507
[101100100]+244A,-0.43506019900047965
[10100C0T1]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235G+238G+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,0.6685898836975871
[1G10G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-2.429316014585711
[000100100]+21T,-0.43506019900047965
[1GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.6685898836975871
[000111101]+41T,-1.4183988636176317
[001011011]+251A,-1.1307167911658507
[1GG0G1010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.032104502497740994
[000011011]+62T,-1.535346128226619
[101000101]+214G,0.6685898836975871
[101000101]+262G,-0.032104502497740994
[100101010]+59C,0.6685898836975871
[000000101]+212C,-1.8226100530662022
[100110101]+41T,-0.7252516830576863
[011000001]+262C,0.6685898836975871
[010011011]+47T,0.6685898836975871
[000000101]+169G,-0.9468903431924757
[0GG0G1111]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7252516830576863
[000101111]+247A,-0.43506019900047965
[000100000]+270A,0.6685898836975871
[100010110]+62T,-0.43506019900047965
[0GG0G1101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.43506019900047965
[000000101]+159A,-1.1307167911658507
[0GG0G1101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.032104502497740994
[010000001]+128T,-0.7252516830576863
[000001100]+267A,0.6685898836975871
[000000001]+212C,-0.032104502497740994
[0GG0G1100]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.9468903431924757
[100110100]+250A,-1.1307167911658507
[111001101]+87T,-1.7361688340257655
[101000100]+250A,0.6685898836975871
[000000100]+93A,0.6685898836975871
[000000100]+159A,0.6685898836975871
[000111011]+251A,-0.032104502497740994
[100111011]+261G,-0.9468903431924757
[110000101]+229A,-0.9468903431924757
[100001100]+183A,0.6685898836975871
[000000101]+74G,-1.535346128226619
[010001110]+183A,-0.032104502497740994
[000101011]+65T,-0.032104502497740994
[001000001]+253A,-0.43506019900047965
[100010001]+270A,-0.032104502497740994
[0GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.43506019900047965
[101000010]+55A,0.6685898836975871
[100000101]+235C,0.6685898836975871
[1GG0G0011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-2.3339374329892326
[001010001]+62T,-0.9468903431924757
[111010000]+183A,-0.032104502497740994
[010001011]+265A,-0.032104502497740994
[000110110]+33T,-0.032104502497740994
[111011011]+38C,0.6685898836975871
[0GG0G1110]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.6685898836975871
[100111010]+74G,-0.032104502497740994
[100101010]+44A,-0.43506019900047965
[000000101]+64G,-1.535346128226619
[000011101]+64G,-0.7252516830576863
[001000001]+244A,-0.032104502497740994
[001000001]+93A,0.6685898836975871
[001000001]+232T,0.6685898836975871
[000001001]+241A,-1.9033281430800426
[111010101]+119T,-0.43506019900047965
[0GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.4183988636176317
[000010000]+254A,0.6685898836975871
[110011010]+183A,-0.7252516830576863
[111001011]+183A+268A,-0.032104502497740994
[000011101]+33A,-0.43506019900047965
[000100101]+44A,-0.43506019900047965
[000000101]+226A,-2.5163843894949323
[001000001]+209G,-0.032104502497740994
[000101010]+157T,0.6685898836975871
[000101011]+241A,-0.032104502497740994
[111010111]+183A,-4.213408226478276
[001000001]+130C,0.6685898836975871
[0GG0G1101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.9468903431924757
[110100001]+183A,-4.205797488634872
[101000101]+160C,-0.032104502497740994
[101000101]+55A,-1.1307167911658507
[001000101]+253A,0.6685898836975871
[010000001]+38C,0.6685898836975871
[001000001]+105T,-0.032104502497740994
[011000000]+247A,-1.4183988636176317
[100000010]+255T,-1.1307167911658507
[000000101]+205C,-1.535346128226619
[111010101]+228C,0.6685898836975871
[010000001]+113C,-0.43506019900047965
[001011101]+74G,-0.032104502497740994
[100000010]+33T,0.6685898836975871
[010000000]+128T,-0.032104502497740994
[000010010]+246C,0.6685898836975871
[111101101]+183A,-4.047742139512417
[111000000]+183A,0.6685898836975871
[101000100]+132T,-0.9468903431924757
[000001100]+252A,-0.032104502497740994
[111010101]+20T,0.6685898836975871
[011000010]+33T,0.6685898836975871
[000010001]+249A,0.6685898836975871
[010011101]+256C,0.6685898836975871
[101000101]+256C,0.6685898836975871
[000000000]+157T,0.3809078112458063
[000001110]+109A,-4.044664378415371
[001011101]+38C,0.3809078112458063
[000101110]+183A,-1.2345724156442566
[110010101]+241T,0.3809078112458063
[100110011]+267A,-2.0238509064775467
[000000100]+82A,0.3809078112458063
[010000001]+188G,0.3809078112458063
[100010011]+87T,-2.0238509064775467
[110010101]+207A,0.3809078112458063
[111011011]+180C,0.3809078112458063
[100010101]+40T,0.3809078112458063
[000000101]+173A,-0.319786574949522
[00T0A0010]+35G+36G+38A+40A+42G+43T+44G+45T+46T+47C+48T+49C+50C+51C+52G+53T+55T+58T+62C+63A+64T+65G+66C+67C+68A+69G+72G+73G+74T+75C+77G+78G+79G+80A+81A+82A+83C+84G+85T+86G+87A+90C+91T+92G+93A+94C+96T+97T+99A+100C+101G+102C+103T+104T+105A+106C+107G+108T+110C+111A+112C+113A+114C+115G+116G+118A+119T+120T+121C+123G+124C+126A+127A+128A+129A+131T+133C+134G+242G+245C+253C+254T+255T+256T+257A+260A+261T+262T+263T+264C+266C+268G+269A,0.3809078112458063
[000000101]+253A,-1.7060809360694127
[00T0A0001]+35G+36G+37C+38A+40A+42G+43T+44G+45T+46T+47C+48T+49C+50C+51C+52G+53T+55T+58T+62C+63A+64T+65G+66C+67C+68A+69G+72G+73G+74T+75C+77G+78G+79G+80A+81A+82A+83C+84G+85T+86G+87A+90C+91T+92G+93A+94C+96T+97T+99A+100C+101G+102C+103T+104T+105A+106C+107G+108T+110C+111A+112C+113A+114C+115G+116G+117T+118A+119T+120T+121C+123G+124C+126A+127A+128A+129A+131T+133C+134G+242G+245C+253C+254T+255T+256T+257A+260A+261T+262T+263T+264C+266C+268G+269A,0.3809078112458063
[000010001]+47T,-1.2345724156442566
[001001011]+80A,0.3809078112458063
[000111111]+33T,-0.319786574949522
[111010101]+210G,0.3809078112458063
[100001111]+247A,-1.2345724156442566
[101000101]+35C,-0.7227422714522604
[001000001]+168C,-0.7227422714522604
[000000001]+234A,-10.373378932391356
[000101100]+35C,0.3809078112458063
[110010111]+183A,-4.538519986629724
[1G10G0010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7227422714522604
[010000001]+35C,0.3809078112458063
[0G10G1101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.2345724156442566
[111000101]+33A,0.3809078112458063
[100111011]+128T,-1.2345724156442566
[010001110]+265A,-1.2345724156442566
[101000101]+238A,0.3809078112458063
[101110100]+60T,-0.319786574949522
[001000001]+220G,-0.319786574949522
[110001111]+109T,-1.0129337555094673
[111000010]+183A,-0.319786574949522
[001000001]+24A,-0.7227422714522604
[101101111]+183A,-4.103292448157383
[100100101]+85T,0.3809078112458063
[100111100]+255T,0.3809078112458063
[000011101]+47T,-1.5714748523151245
[111001111]+247A,-0.7227422714522604
[010000001]+244A,0.3809078112458063
[001001110]+247A,0.3809078112458063
[010010001]+253A,0.3809078112458063
[100011010]+233C,-0.319786574949522
[000100A00],-2.9216404893465096
[100000010]+205C,-0.319786574949522
[000011111]+131T,-1.2345724156442566
[010011010]+183A,-0.7227422714522604
[1GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.2345724156442566
[100111011]+38C,-0.319786574949522
[000000101]+256C,-1.7060809360694127
[000010100]+255A,-0.319786574949522
[000000101]+250A,-1.7060809360694127
[110010101]+220G,-0.319786574949522
[100100100]+250A,-0.319786574949522
[011000101]+32T,0.3809078112458063
[100000010]+64G,0.3809078112458063
[110011011]+49A,0.3809078112458063
[001000001]+153G,0.3809078112458063
[000011011]+88C,-0.319786574949522
[010011101]+214G,-0.319786574949522
[000000100]+20A,0.3809078112458063
[000110010]+261G,-1.0129337555094673
[000110101]+261G,0.3809078112458063
[100000001]+270A,-0.319786574949522
[000100101]+131T+183A,0.3809078112458063
[100000101]+113C,0.3809078112458063
[101100011]+183A,-4.405067631018276
[001000001]+110C,0.3809078112458063
[110001100]+183A,-1.2345724156442566
[000000101]+82A,-2.0238509064775467
[101000101]+169G,-0.319786574949522
[000010010]+47T,-0.319786574949522
[010000010]+261G,0.3809078112458063
[001000001]+67T,0.3809078112458063
[100000101]+159A,0.3809078112458063
[000101110]+214G,0.3809078112458063
[010011101]+173A,-0.319786574949522
[000010100]+38C,0.3809078112458063
[111010101]+79T,-1.0129337555094673
[010000001]+99A,0.3809078112458063
[000000100]+74G,0.3809078112458063
[000011110]+38C,0.3809078112458063
[000110001]+33T+183A,0.3809078112458063
[111101111]+183A,-4.190204070969724
[0GG0G1101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-2.516175381238345
[100011010]+30T,0.3809078112458063
[010011011]+265A,0.3809078112458063
[010000001]+205C,0.3809078112458063
[001011100]+131T,-0.319786574949522
[000101110]+44A,-2.516175381238345
[000000110]+110C,-0.319786574949522
[100010011]+38C,-0.7227422714522604
[000100100]+270A,-0.319786574949522
[0G10G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.319786574949522
[100000010]+126T,-1.0129337555094673
[010011101]+128T,-1.5714748523151245
[110000011]+229A,-3.263433788437228
[110011011]+251A,0.3809078112458063
[0G10G0010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.7060809360694127
[000111100]+183A,-1.7060809360694127
[010011101]+131A,-1.7060809360694127
[000010010]+157T,0.3809078112458063
[001000001]+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.3809078112458063
[000000001]+205C,-0.7227422714522604
[000111011]+128T,-3.0914350056296613
[001001101]+261G,0.3809078112458063
[111010001]+119T,0.3809078112458063
[100110100]+33T,-0.7227422714522604
[000000101]+33A,-1.7060809360694127
[001000001]+80A,0.3809078112458063
[000011011]+38C,0.3809078112458063
[001000001]+60A,0.3809078112458063
[100011101]+270A,-0.7227422714522604
[110010010]+183A,-0.319786574949522
[001000001]+257G,-0.319786574949522
[100010001]+62T+183A,0.3809078112458063
[010000001]+68T,0.3809078112458063
[100000101]+183A+246C,-0.319786574949522
[110010101]+69T,0.3809078112458063
[1GG0G1010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.3809078112458063
[000000110]+251A,-1.2345724156442566
[000110100]+38C,0.3809078112458063
[100111010]+41T,0.3809078112458063
[010011101]+84G,0.3809078112458063
[000000101]+129A,0.3809078112458063
[001001011]+83C,0.3809078112458063
[000000101]+83C,-2.110292125517983
[100000101]+82A,0.3809078112458063
[100111010]+167T,0.3809078112458063
[1GG0G0100]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.3809078112458063
[10000C0T1]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235G+238G+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,0.3809078112458063
[000000000]+82A,0.3809078112458063
[000000101]+259G,-0.319786574949522
[001100000]+249A,-1.9292244873836224
[000010001]+270A,-1.4183988636176315
[100011111]+226A,-1.0129337555094673
[001000101]+268A,0.3809078112458063
[000000110]+49A,-0.319786574949522
[000101100]+20T,0.3809078112458063
[000000101]+256G,-1.8230282006783998
[100000011]+20T,-0.319786574949522
[001011101]+35C,-0.319786574949522
[000010010]+35C,0.3809078112458063
[110000100]+128T,0.3809078112458063
[001000001]+99A,0.3809078112458063
[000000001]+261G,0.3809078112458063
[000010101]+131T,-1.0129337555094673
[000000100]+94C,0.3809078112458063
[101100100]+71T,-0.7227422714522604
[111011010]+119T,-0.319786574949522
[001001011]+20T,0.3809078112458063
[000111011]+214G,0.3809078112458063
[101000101]+49A,-0.319786574949522
[100010010]+183A,-2.0238509064775467
[110011101]+47T+183A,0.3809078112458063
[100001011]+251A,-1.4183988636176315
[000100010]+241T,0.3809078112458063
[100001100]+252A,-1.5714748523151245
[000010110]+47T,-2.26462203287507
[010101011]+183A,-4.846222720395109
[000010101]+255A,0.3809078112458063
[111010101]+183A+207A,0.3809078112458063
[000011100]+269A,0.3809078112458063
[10001C0C1]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235A+238T+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-0.319786574949522
[000000101]+20T,-2.0238509064775467
[000000000]+34T,0.3809078112458063
[000101100]+257C,0.3809078112458063
[110000101]+113C,0.3809078112458063
[0GG0G0000]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.3809078112458063
[000000101]+48T,-1.2345724156442566
[000011011]+270A,0.3809078112458063
[110000101]+46G,0.3809078112458063
[011010111]+251A,-1.0129337555094673
[001011101]+169G,0.3809078112458063
[000010010]+183A,-0.7227422714522604
[111011011]+214G,0.3809078112458063
[000011101]+261G,-1.0129337555094673
[101000101]+215G,0.3809078112458063
[001011101]+95T,0.3809078112458063
[111010101]+249T,0.3809078112458063
[000101100]+38C,0.3809078112458063
[1G10G0010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.0129337555094673
[011101101]+183A,-4.581724887255334
[000110100]+238A,0.3809078112458063
[00000C0T0]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235G+238G+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,0.3809078112458063
[001000001]+249T,-0.319786574949522
[100000010]+38C,0.3809078112458063
[001000001]+180C,0.3809078112458063
[101110101]+183A,-5.03303538370437
[1G10G0011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.319786574949522
[001000001]+201T,0.3809078112458063
[000100100]+212C,-0.319786574949522
[001000001]+260C,0.3809078112458063
[111011011]+251A,0.3809078112458063
[100100111]+183A,-4.636572687755002
[011011101]+242C,0.3809078112458063
[010011010]+241A,-0.319786574949522
[001011010]+183A,0.3809078112458063
[010000001]+234A,-8.706920748375907
[001000001]+265A,-0.319786574949522
[100000101]+183A+257C,-0.319786574949522
[100010101]+62T+183A,0.3809078112458063
[000111110]+126T,-0.7227422714522604
[100011100]+267A,-0.7227422714522604
[000010010]+214G,-0.7227422714522604
[110010101]+74G,0.3809078112458063
[000100010]+183A,-1.9292244873836224
[111000101]+261G,0.3809078112458063
[000111011]+25T,-0.7227422714522604
